ID,Title,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C32249375,Headline Stack - Spots - Player,,Greg Caron,12/1/23 17:42,,,56s,,"GIVEN a content piece (Article, Video, VSM Content)
AND the content is NOT tagged with a team
AND the content is NOT tagged with WBC",2 - Medium Priority,"HOME-1364, HOME-1397",Home Surface/Headline Stack,0,,,"1. WHEN the content is tagged with only one player
Expected Result:
THEN render a player spot next to the headline
2. WHEN the content is tagged with more than one player
Expected Result:
THEN render the generic 'MLB' spot next to the headline","1. THEN render a player spot next to the headline
2. THEN render the generic 'MLB' spot next to the headline","1. WHEN the content is tagged with only one player
2. WHEN the content is tagged with more than one player",Home Feed,S497381,Manual,Greg Caron,12/4/23 11:13
C33039597,Headline Stack - Spots - Minor League Baseball,,Greg Caron,4/2/24 16:21,,"THEN render the MiLB spot next to the headline

Spot display priority for reference:
1. World Baseball Classic Tag (world baseball classic)
2. Team Tag (Only one team tag)
3. Minor League Baseball Tag (minor league baseball)
4. Player Tag (Only one player tag)
5. Major League Baseball Tag (Default/Fallback)",,,"GIVEN a content piece (Article, Video, VSM Content)",2 - Medium Priority,HOME-1672,Home Surface/Headline Stack,0,,"WHEN the content is tagged with minor-league-baseball
AND is not tagged with a single team or world baseball classic tag
Format:

{
""__typename"": ""TaxonomyTag"",
""slug"": ""minor-league-baseball""
}",,,,Home Feed,S497381,Manual,Greg Caron,4/2/24 16:34
C30423818,Headline Stack - tapping content - Analytics,,Greg Caron,4/5/23 12:35,,"THEN the following tracking dimensions will be sent: (values will differ):

action MLB At Bat : <platform> : <surface analytics name> : MLB : Headline Stack : Headline Click

action.element.sectionIndex	2
action.element.sectionTitle	QA Latest News
action.element.index	0
action.element.moduleType (iOS only)
action.element.contentType   video|article|vsmcontent|shortcontent
action.element.text   <headline or title>

surface.slug   <surface slug>

AND if it's an article
action.element.article.slug	free-agents-each-mlb-team-should-re-sign-for-2023

AND if it's VSM content
action.element.vsmcontent.slug	free-agents-each-mlb-team-should-re-sign-for-2023
action.element.article.slug             (iOS)

AND if it's Short content
action.element.shortcontent.slug	free-agents-each-mlb-team-should-re-sign-for-2023 (Android)
action.element.article.slug             (iOS)

AND if it's a video
action.element.video.slug	free-agents-each-mlb-team-should-re-sign-for-2023 (Android)
action.element.article.slug             (iOS)

video.slug	top-finishes-3
video.title	Top Finishes of 2023: Mullins' go-ahead two-run homer
video.contentType	VOD|LIVE
video.contentId top-finishes-3
video.autoplay	false
video.context <surface slug> : More Videos <--iOS only",357s,,GIVEN a user on the Headline Stack,2 - Medium Priority,"HOMES-69, HOME-564",Home Surface/Headline Stack,0,,"WHEN a content item is tapped (Article, Video, VSM, Short)",,,,Home Feed,S497381,Manual,Greg Caron,4/15/24 17:35
C27198755,Headline Stack - Module headline stack display limit and Expand/Contract from Header/Footer,,Greg Caron,4/14/22 10:33,,,,,"GIVEN that a headline stack module in a home surface has been added
AND a display limit has been set
AND the number of loaded items in the module exceeds the display limit
AND localization is set for the module",2 - Medium Priority,"DISCO-285, DISCO-327, DISCO-982",Home Surface/Headline Stack,0,,,"1. WHEN both the expandText and contractText are set in Contentful

Expected Result:
THEN the expandText will display at the bottom
AND the number of items shown will reflect the displayLimit setting
AND the Spanish text will display if the device is set to Spanish
2. WHEN the expandText is tapped
Expected Result:
THEN the complete headline stack will display
AND the contractText will display at the bottom
AND the Spanish text will display if the device is set to Spanish
3. WHEN the contractText is tapped
Expected Result:
THEN the number of items shown will reflect the displayLimit setting
4. WHEN either expandText or contractText are not set in Contentful
Expected Result:
THEN neither will display","1. THEN the expandText will display at the bottom
AND the number of items shown will reflect the displayLimit setting
AND the Spanish text will display if the device is set to Spanish
2. THEN the complete headline stack will display
AND the contractText will display at the bottom
AND the Spanish text will display if the device is set to Spanish
3. THEN the number of items shown will reflect the displayLimit setting
4. THEN neither will display","1. WHEN both the expandText and contractText are set in Contentful

2. WHEN the expandText is tapped
3. WHEN the contractText is tapped
4. WHEN either expandText or contractText are not set in Contentful",Home Feed,S497381,Manual,Giancarlo Bianchi,9/14/23 18:25
C30447376,Headline Stack - Header Text,,Greg Caron,4/11/23 11:16,,"THEN that value appears atop the headline stack
AND the value should be localized to support Spanish",,,GIVEN a Headline Stack module,2 - Medium Priority,HOME-513,Home Surface/Headline Stack,0,,WHEN the headerText is filled in Contentful,,,,Home Feed,S497381,Manual,Giancarlo Bianchi,9/14/23 18:25
C28753724,Headline Stack - Layout,fasttrack-automatable,Greg Caron,6/21/22 12:47,,"THEN the module displays with a header if set
AND it will be a vertically scrollable list
AND the articles display with team, league, player or WBC spot per display rules if spot are not hidden
AND the articles display with headline",416s,Appium/Swift UI,GIVEN a user on the Home Surface,3 - Low Priority,,Home Surface/Headline Stack,0,,WHEN the Headline Stack section is viewed,,,,Home Feed,S497381,Manual,Greg Caron,10/11/24 16:53
C28758946,Headline Stack - Expanded list,fasttrack-automatable,Greg Caron,6/22/22 12:56,,,609s,Appium/Swift UI,GIVEN a user on the Home Surface,3 - Low Priority,,Home Surface/Headline Stack,0,,,"1. WHEN the Headline Stack section is viewed
Expected Result:
THEN a configured portion of the list displays with a 'See All' in the footer
2. WHEN 'See All' is Tapped
Expected Result:
THE the full list is displayed
3. WHEN 'See Less' is tapped (Android) or back is tapped (iOS)
Expected Result:
THEN the compact list is seen","1. THEN a configured portion of the list displays with a 'See All' in the footer
2. THE the full list is displayed
3. THEN the compact list is seen","1. WHEN the Headline Stack section is viewed
2. WHEN 'See All' is Tapped
3. WHEN 'See Less' is tapped (Android) or back is tapped (iOS)",Home Feed,S497381,Manual,Greg Caron,10/11/24 16:53
C28758947,Headline Stack - tapping content,fasttrack-automatable,Greg Caron,6/22/22 13:02,,,530s,Appium/Swift UI,GIVEN a use on the Home Surface,3 - Low Priority,,Home Surface/Headline Stack,0,,,"1. WHEN an article, short, video or VSM content item is tapped
Expected Result:
THEN the content opens
AND an analytics call is made
2. WHEN close/back is tapped while viewing the content
Expected Result:
THEN the user will be returned to the home surface","1. THEN the content opens
AND an analytics call is made
2. THEN the user will be returned to the home surface","1. WHEN an article, short, video or VSM content item is tapped
2. WHEN close/back is tapped while viewing the content",Home Feed,S497381,Manual,Greg Caron,10/11/24 16:53
C31953952,Headline Stack - video support,,Greg Caron,11/1/23 16:08,,,,,GIVEN a Headline Stack Module configured to support video,2 - Medium Priority,"HOME-101, HOME-1271",Home Surface/Headline Stack,0,,,"1. WHEN a entity of type video exists in the list

Expected Result:
THEN the video fields.blurb shows as the video headline
2. WHEN a user clicks on the video headline
Expected Result:
THEN the video plays in the video player
3. WHEN a user clicks on the video headline
Expected Result:
THEN the analytics trackAction should fire MLB At Bat : iPhone : Home Feed : MLB : Headline Stack : Headline Click
AND  the contextData should contain action.element.contentType: <content type>","1. THEN the video fields.blurb shows as the video headline
2. THEN the video plays in the video player
3. THEN the analytics trackAction should fire MLB At Bat : iPhone : Home Feed : MLB : Headline Stack : Headline Click
AND  the contextData should contain action.element.contentType: <content type>","1. WHEN a entity of type video exists in the list

2. WHEN a user clicks on the video headline
3. WHEN a user clicks on the video headline",Home Feed,S497381,Manual,Greg Caron,11/1/23 16:17
C33695795,"Headline Stack - Swip, Game and Preview Stories",,Greg Caron,7/9/24 12:08,,,,,GIVEN a list of entities configured on a Headline Stack module,2 - Medium Priority,"MLBAPP-2100, MLBAPP-2101",Home Surface/Headline Stack,0,,,"1. WHEN an item is of type story (""_typename"": ""Article"")
AND the item storyType is Swipe Story, Game Story, or Preview Story
Expected Result:
THEN the story is rendered in the Headline Stack

2. WHEN the item is tapped
Expected Result:
THEN the story is rendered in a sheet on iOS and a Chrometab on Android","1. THEN the story is rendered in the Headline Stack

2. THEN the story is rendered in a sheet on iOS and a Chrometab on Android","1. WHEN an item is of type story (""_typename"": ""Article"")
AND the item storyType is Swipe Story, Game Story, or Preview Story
2. WHEN the item is tapped",Home Feed,S497381,Manual,Greg Caron,8/8/24 14:40
C33842340,Headline Stack - Story and Video Icons,,Greg Caron,8/8/24 14:40,,"THEN a Video or Story icon will display under the headline text
AND the  text part of the icon (Story, Video) will be localized (Cronica, Video in Spanish)",,,GIVEN a video or tap story in the headline stack,2 - Medium Priority,"MLBAPP-2268, MLBAPP-2304",Home Surface/Headline Stack,0,,WHEN the module is loaded,,,,Home Feed,S497381,Manual,Greg Caron,8/8/24 14:53
C27118148,Article Title Header - News deprecated,,Greg Caron,4/8/22 17:39,,"THEN the user will see the word ""News"" displayed in EN
AND the word ""Noticias"" in ES
AND the article title will not be displayed in the header",,,GIVEN the user is viewing a webview article from the Mixed Feed,2 - Medium Priority,,Home Surface/Mixed Feed,0,,WHEN the user views the header of the article,,,,Home Feed,S497381,Manual,Giancarlo Bianchi,9/18/23 16:02
C27118149,Removal of Tab Bar when viewing articles,,Greg Caron,4/8/22 17:39,,THEN the Tab Bar will not be visible to the user while viewing the article,,,GIVEN the user taps on an article in the Home Mixed Feed,2 - Medium Priority,,Home Surface/Mixed Feed,0,,WHEN the user navigates to the article,,,,Home Feed,S497381,Manual,Greg Caron,4/10/23 13:35
C27118150,Edge Swiping,,Greg Caron,4/8/22 17:39,,THEN the user can edge gesture swipe back to the previous screen,,,"GIVEN the user taps on the Mixed Feed section
AND the user taps on an article in the News Index",2 - Medium Priority,,Home Surface/Mixed Feed,0,,WHEN the user decides to go back to the previous News Index,,,,Home Feed,S497381,Manual,Greg Caron,4/8/22 17:39
C27118151,Returning to News Index via Edge Swiping (Stacking Articles),,Greg Caron,4/8/22 17:39,,THEN the user is able to navigate back through the stacked articles one-by-one to the News Index by Edge swiping.,,,"GIVEN the user taps on the Home Mixed Feed section
AND the user taps on an article",2 - Medium Priority,,Home Surface/Mixed Feed,0,,"WHEN the user navigates through multiple articles within the view
AND the articles stack on top of each other",,,,Home Feed,S497381,Manual,Greg Caron,4/10/23 13:34
C27118152,Invalid URLs in newsreader,,Greg Caron,4/8/22 17:39,,THEN the user should see an alert or other messaging stating that there is a problem with the URL,,,GIVEN the user taps on an article in the Mixed Feed,2 - Medium Priority,,Home Surface/Mixed Feed,0,,WHEN there is a malformed URL or the URL is unable to load for whatever reason,,,,Home Feed,S497381,Manual,Greg Caron,4/10/23 13:33
C27118153,"""Done"" Button  Functionality - Push Notifications",,Greg Caron,4/8/22 17:39,,THEN the Done button will take the user back to the default view,,,GIVEN the user receives a push notification that opens up a News story,2 - Medium Priority,,Home Surface/Mixed Feed,0,,"WHEN the user views the news story
from any  notification",,,,Home Feed,S497381,Manual,Greg Caron,4/8/22 17:39
C27118154,Player Card - Push Notification,,Greg Caron,4/8/22 17:39,,"THEN the Player card should present modally on top of the story, without dismissing the article below it",,,GIVEN the user has a notification for a news article that includes a player link,2 - Medium Priority,,Home Surface/Mixed Feed,0,,"When the user opens the notification
AND tap on the player link",,,,Home Feed,S497381,Manual,Greg Caron,4/8/22 17:39
C27118155,Mixed Feed - Player Card - X button,not-fasttrack,Greg Caron,4/8/22 17:39,,"THEN the player card opens in a modal on top of the article
and it includes an ""X"" button to close the modal",444s,,GIVEN the user is viewing a webview article from the Mixed Feed,2 - Medium Priority,,Home Surface/Mixed Feed,0,,WHEN the user tap on a player link in the webview article,,,,Home Feed,S497381,Manual,Giancarlo Bianchi,1/16/24 17:25
C27118156,Scroll Indicator,,Greg Caron,4/8/22 17:39,,THEN the scroll bar on articles in dark mode does not appear in black color but appears in light color,,,"GIVEN
- Device setting is on dark mode
- the user is on the Mixed Feed",2 - Medium Priority,,Home Surface/Mixed Feed,0,,AND the user taps on an article and scroll,,,,Home Feed,S497381,Manual,Greg Caron,4/10/23 13:32
C27118157,Loading indicator (Low connectivity),,Greg Caron,4/8/22 17:39,,THEN Loading indicator should appear before every article load,,,GIVEN the user is on low connectivity environment,2 - Medium Priority,,Home Surface/Mixed Feed,0,,WHEN user taps on an article from the Home Tab News index,,,,Home Feed,S497381,Manual,Greg Caron,4/8/22 17:39
C27118159,Mixed Feed - Share Functionality Within Article,fasttrack-not-automatable,Greg Caron,4/8/22 17:39,,"THEN the system share tray will be visible
AND the user is able to share the content to their desired platform",434s,,"GIVEN the user is on the Mixed Feed
AND the user taps on an article",2 - Medium Priority,,Home Surface/Mixed Feed,0,,"WHEN the user is viewing the webview article
AND there is a Share button available to tap on",,,,Home Feed,S497381,Manual,Giancarlo Bianchi,1/16/24 17:25
C27118160,Localization (Spanish ES),,Greg Caron,4/8/22 17:39,,THEN both the Mixed Feed content and article should load successfully in Spanish,,,"GIVEN the user's device language settings is set to ES (Spanish)
AND the user is on the Mixed Feed section
AND the user taps on an article",2 - Medium Priority,,Home Surface/Mixed Feed,0,,WHEN the user views the Mixed Feed and article,,,,Home Feed,S497381,Manual,Greg Caron,4/10/23 13:29
C27118161,Dark/Light Mode Support,,Greg Caron,4/8/22 17:39,,"THEN the user's device Dark/Light mode should be respected
AND the article should be displayed based on their preferences",,,"GIVEN the user has their device in Light Mode
OR the user has their device in dark mode",2 - Medium Priority,,Home Surface/Mixed Feed,0,,WHEN the user views the Mixed Feed and taps on an article,,,,Home Feed,S497381,Manual,Greg Caron,4/10/23 13:28
C27118174,Mixed Feed - Tapping on a video thumbnail,not-fasttrack,Greg Caron,4/8/22 17:39,,Tapping on a video thumbnail plays the selected video in the playlist view,119s,Appium/Swift UI,Given user on the MLB app,3 - Low Priority,,Home Surface/Mixed Feed,0,,When user navigates to the Home Feed Mixed Feed,,,,Home Feed,S497381,Manual,Greg Caron,10/11/24 16:53
C27118179,Mixed Feed content click - Analytics,,Greg Caron,4/8/22 17:39,,"THEN data similar to the following example is logged to Adobe:

trackAction:	MLB App : Home Feed : MLB : Mixed Feed : Content Card Click
action.element.index:	1
action.element.text:	""Hot Stove previews Hall of Fame""
action.element.sectionTitle:	""News""
action.element.sectionIndex:	2
** for video **
action.element.video.slug:	hot-stove-previews-hall-of-fame
""action.element.contentType"": ""video""
** for article **
action.element.article.slug:	hot-stove-previews-hall-of-fame
""action.element.contentType"": ""article""
** short content **
""action.element.shortcontent.slug"": ""the-slug-of-the-shortcontent""
""action.element.contentType"": ""shortcontent""
** for VSM content **
""action.element.vsmcontent.slug"": ""the-slug-of-the-vsmcontent""
""action.element.contentType"": ""vsmcontent""

AND if it is a video, the following will also be sent:

video.autoplay = false
video.contentId
video.title
video.contentType",332s,,GIVEN a user of the Home Page mixed feed,2 - Medium Priority,"HOMES-69, DISCO-723, DISCO-727",Home Surface/Mixed Feed,0,,"WHEN content of type article, video, VSM, or Short is tapped",,,,Home Feed,S497381,Manual,Greg Caron,12/11/23 16:55
C28071275,Article Description,,Greg Caron,4/26/22 15:42,,"THEN it will display below the timestamp
AND if it is more than 4 lines long it will be 'ellipsed' (...)",,,GIVEN a user on the home feed viewing the mixed feed,2 - Medium Priority,DISCO-127,Home Surface/Mixed Feed,0,,WHEN an article description is viewed,,,,Home Feed,S497381,Manual,Greg Caron,4/26/22 15:46
C30517368,MxFd - Contentful hide Timestamp setting,,Greg Caron,5/1/23 16:38,,THEN do not show the timestamp on the card,,,GIVEN a surface with a Mixed Feed module,2 - Medium Priority,"HOME-664, HOME-669, HOME-670",Home Surface/Mixed Feed,0,,"WHEN HideTimestampAfter is set to a number (x)
AND if the content is older than x hours",,,,Home Feed,S497381,Manual,Greg Caron,5/24/23 12:40
C30766626,MxFd - Contentful  Hide Descriptions setting,,Greg Caron,6/1/23 13:51,,,,,GIVEN a user on the mixed feed,2 - Medium Priority,"HOME-683, HOME-735",Home Surface/Mixed Feed,0,,,"1. WHEN hideDescriptions is set to yes
Expected Result:
THEN the description text will not display for any content type
2. WHEN hideDescriptions is set to no or not selected
Expected Result:
THEN the description text will display for any content type that normally has descriptions","1. THEN the description text will not display for any content type
2. THEN the description text will display for any content type that normally has descriptions","1. WHEN hideDescriptions is set to yes
2. WHEN hideDescriptions is set to no or not selected",Home Feed,S497381,Manual,Greg Caron,6/1/23 13:57
C31123627,Mixed Feed - Breaking News Badge - Display rules,,Greg Caron,8/1/23 15:36,,,269s,,"GIVEN that I am viewing a mixed feed
AND the breaking news flag is set to true in an article (ex. Set as ""Featured"" in Forge)",2 - Medium Priority,HOME-947,Home Surface/Mixed Feed,0,,,"1. WHEN my language setting is set to english

Expected Result:
THEN that article should show a ?BREAKING NEWS? badge at the top
2. WHEN my language setting is set to Spanish

Expected Result:
THEN that article should show a ?DE ÚLTIMO MOMENTO? badge at the top","1. THEN that article should show a ?BREAKING NEWS? badge at the top
2. THEN that article should show a ?DE ÚLTIMO MOMENTO? badge at the top","1. WHEN my language setting is set to english

2. WHEN my language setting is set to Spanish",Home Feed,S497381,Manual,Giancarlo Bianchi,1/16/24 17:25
C31123628,MxFd - Breaking News Badge - No image present,,Greg Caron,8/1/23 15:38,,THEN that item should not show the image and should look like the comps while respecting dynamic height,,,"GIVEN that I am viewing a mixed feed
AND the article?s breaking news flag set to true (ex. Set as ""Featured"" in Forge)",2 - Medium Priority,HOME-947,Home Surface/Mixed Feed,0,,WHEN no image is present in an article,,,,Home Feed,S497381,Manual,Greg Caron,8/15/23 15:44
C31123629,MxFd - Breaking News Badge - No headline,,Greg Caron,8/1/23 15:39,,THEN the content should NOT show,,,"GIVEN that I am viewing a mixed feed
AND the article?s breaking news flag set to true (ex. Set as ""Featured"" in Forge)",2 - Medium Priority,HOME-947,Home Surface/Mixed Feed,0,,WHEN the article doesn?t have a headline,,,,Home Feed,S497381,Manual,Greg Caron,8/15/23 15:45
C31123630,MxFd - Breaking News Badge - Analytics,,Greg Caron,8/1/23 15:39,,"THEN a tracking call sent to adobe with the following parameters, for example:

  ""action.element.contentType"": ""article"",
  ""action.element.index"": ""0"",
  ""action.element.sectionIndex"": ""0"",
  ""action.element.sectionTitle"": <module headerText>,
  ""action.element.text"": <article headline>,
  ""action.element.article.slug"": ""mixed-feed-item-1-slug"",
  ""p13n.contentFlag"": ""false"",
  ""p13n.puid"": ""mixed-feed-puid"",   //If present
  ""surface.slug"": ""some-slug""
  ""article.isBreakingNews"": ""true"", // only added if this is a breakingNews item   // Android Only
  ?action.element.contentLabels"": ""breakingNews"",
  ""action.element.badges"": ""breakingNews""   // Android Only",,,"GIVEN that an article is flagged for breaking news (ex. Set as ""Featured"" in Forge)",2 - Medium Priority,"HOME-1082, HOME-1098",Home Surface/Mixed Feed,0,,WHEN it is tapped,,,,Home Feed,S497381,Manual,Greg Caron,5/22/25 16:00
C31123631,MxFd - Breaking News Badge - Accessibility,,Greg Caron,8/1/23 15:39,,,,,GIVEN that I am using a screen reader and come across a breaking news article,2 - Medium Priority,HOME-947,Home Surface/Mixed Feed,0,,,"1. WHEN the user language is set to English

Expected Result:
THEN I should hear ""breaking news"" before the headline is announced
2. WHEN the user language is set to Spanish

Expected Result:
THEN I should hear ""DE ÚLTIMO MOMENTO"" before the headline is announced","1. THEN I should hear ""breaking news"" before the headline is announced
2. THEN I should hear ""DE ÚLTIMO MOMENTO"" before the headline is announced","1. WHEN the user language is set to English

2. WHEN the user language is set to Spanish",Home Feed,S497381,Manual,Greg Caron,8/1/23 15:53
C28758948,Mixed Feed - tapping content,,Greg Caron,6/22/22 13:10,,,360s,Appium/Swift UI,GIVEN a user on the home surface,3 - Low Priority,,Home Surface/Mixed Feed,0,,,"1. WHEN content is tapped in the mixed feed
Expected Result:
THEN the content opens
AND a call is made to analytics
2. WHEN close/back is selected while viewing the content
Expected Result:
THEN the user is returned to the home surface","1. THEN the content opens
AND a call is made to analytics
2. THEN the user is returned to the home surface","1. WHEN content is tapped in the mixed feed
2. WHEN close/back is selected while viewing the content",Home Feed,S497381,Manual,Greg Caron,10/11/24 16:53
C28753728,Mixed Feed - Layout,,Greg Caron,6/21/22 13:00,,"THEN the section displays with section header if set ex. 'News'
AND it will be a vertically scrollable list
AND Videos display with thumbnail image and title below
AND Articles display with thumbnail image, title and blurb below
AND VSM/Short content display with heading/title, timestamp, and text/blurb at the bottom",392s,Appium/Swift UI,GIVEN a user on the home surface,3 - Low Priority,,Home Surface/Mixed Feed,0,,WHEN the Mixed Feed section is viewed,,,,Home Feed,S497381,Manual,Greg Caron,10/11/24 16:53
C33695794,"Mixed Feed - Swipe, Game and Preview Stories",,Greg Caron,7/9/24 11:59,,,,,GIVEN a list of entities configured on a Mixed Feed module,2 - Medium Priority,"MLBAPP-2100, MLBAPP-2101",Home Surface/Mixed Feed,0,,,"1. WHEN an item is of type story (""_typename"": ""Article"")
AND the item storyType is Swipe Story, Game Story, or Preview Story
Expected Result:
THEN the story is rendered in the Mixed Feed as a tap story card
AND the team logos if shown are centered on phone devices

2. WHEN the item is tapped
Expected Result:
THEN the story is rendered in a sheet on iOS and a Chrometab on Android","1. THEN the story is rendered in the Mixed Feed as a tap story card
AND the team logos if shown are centered on phone devices

2. THEN the story is rendered in a sheet on iOS and a Chrometab on Android","1. WHEN an item is of type story (""_typename"": ""Article"")
AND the item storyType is Swipe Story, Game Story, or Preview Story
2. WHEN the item is tapped",Home Feed,S497381,Manual,Greg Caron,10/21/24 14:53
C30470579,Ads - In-line - specific user entitlement is sent in admanager request,,Greg Caron,4/17/23 15:45,,"THEN the specific entitlements of the user will be sent in the cust_params query param in the form entitlments=<specificEntitlements>
where specificEntitlements are, for example:

single team: MLBTV_STP_MIN, SUBSCRIBERVOD,
MLB.TV: MLBALL,SUBSCRIBERVOD,
audio only: IPHONEATBAT,MLBAUDIO,
AtBat: ANDROIDATBAT, SUBSCRIBERVOD
free user: free",,,GIVEN a free or subscribed user on the home surface,2 - Medium Priority,HOME-531,Home Surface/Ads,0,,"WHEN an inline ad is scrolled into view
AND a request is made to the ad manager
ex. GET https://pubads.g.doubleclick.net/gampad/ads?*",,,,Home Feed,S497381,Manual,Greg Caron,4/17/23 15:55
C28754234,Ads - In-line ads,,Greg Caron,6/21/22 13:31,,,526s,,,1 - High Priority,,Home Surface/Ads,0,,,"1. GIVEN a free or lite user on the home surface
AND in-line ads are configured
WHEN the surface is viewed
Expected Result:
THEN ads display as expected according to configuration, ex. one between headline stack and mixed feed (all platforms) and in the middle and end of mixed feed as supported

2. GIVEN a paying user on the home surface
AND in-line ads are configured
WHEN the surface is viewed
Expected Result:
THEN in-line ads will not display","1. THEN ads display as expected according to configuration, ex. one between headline stack and mixed feed (all platforms) and in the middle and end of mixed feed as supported

2. THEN in-line ads will not display","1. GIVEN a free or lite user on the home surface
AND in-line ads are configured
WHEN the surface is viewed
2. GIVEN a paying user on the home surface
AND in-line ads are configured
WHEN the surface is viewed",Home Feed,S497381,Manual,Greg Caron,10/4/24 14:35
C27118274,Playlist View - Initial launch,,Greg Caron,4/8/22 17:47,,Then the initial video should launch with a preroll ad,,,Given the user is not entitled,2 - Medium Priority,,Home Surface/Ads,1,,When the user is viewing the playlist view,,,,Home Feed,S497381,Manual,Greg Caron,4/17/23 15:27
C27118275,Playlist View - Subsequent Video Launch - IOS only,,Greg Caron,4/8/22 17:47,,Then the user should see preroll ad,,,"Given the user is on videos tab
and the user is not entitled",2 - Medium Priority,,Home Surface/Ads,1,,When the user taps on a subsequent video,,,,Home Feed,S497381,Manual,Greg Caron,4/17/23 15:27
C27118276,Configurable home surface basic,,Greg Caron,4/8/22 17:47,,"THEN we start composing the UI modules
(ex. Home feed page is correctly drawn per the contents of json file)",,,GIVEN a home feed configuration json file that contains an ordered list of modules,2 - Medium Priority,DISCO-441,Home Surface/Surface Builder Common,0,,WHEN the request is complete and turned into a model,,,,Home Feed,S497381,Manual,Greg Caron,5/13/22 12:58
C27118277,Configurable home surface add modules,,Greg Caron,4/8/22 17:47,,"THEN we recompose the UI in such a way that the pre existing UI widgets are not redrawn
(ex. a module at the top that is still at the top in the config file is not redrawn)",,,"GIVEN a home feed configuration json file that contains an ordered list of modules
AND the home feed UI is already showing content",2 - Medium Priority,,Home Surface/Surface Builder Common,0,,"WHEN the request is complete and turned into a model
AND the config file contains 2 more modules in addition to the already existing ones",,,,Home Feed,S497381,Manual,Greg Caron,4/14/22 10:57
C27118278,Configurable home surface reorder modules,,Greg Caron,4/8/22 17:47,,"THEN the correct modules are inserted in the correct position
AND the header texts don't have any unexpected formatting issues (line breaks, spacing, etc.)",,,GIVEN a home feed configuration that contains an ordered list of modules,2 - Medium Priority,,Home Surface/Surface Builder Common,0,,"WHEN the modules are added, removed or rearranged in a different order
AND the client re-fetches the page data",,,,Home Feed,S497381,Manual,Greg Caron,10/13/22 16:59
C27194957,Surface Localization,,Greg Caron,4/13/22 17:03,,THEN the localized values should be displayed,,,"GIVEN that a home surface has been created in Contentful
AND localized values have been added to the sections in Contentful",2 - Medium Priority,"DISCO-284, DISCO-321",Home Surface/Surface Builder Common,0,,WHEN a user?s device is in that locale,,,,Home Feed,S497381,Manual,Greg Caron,5/17/22 17:30
C27194958,Surface Section arrangement,,Greg Caron,4/13/22 17:07,,THEN the sections should render in the order specified,,,"GIVEN a home surface has been created in Contentful
AND the sections are arranged in a particular order",2 - Medium Priority,"DISCO-284, DISCO-285, DISCO-321, DISCO-327",Home Surface/Surface Builder Common,0,,WHEN the home surface is viewed,,,,Home Feed,S497381,Manual,Greg Caron,5/17/22 17:30
C27194959,Surface Unpublished changes in beta,,Greg Caron,4/13/22 17:15,,THEN the saved home surface will display,,,GIVEN that a surface has been created with values that are saved but unpublished for an agreed upon slug,2 - Medium Priority,"DISCO-284, DISCO-321",Home Surface/Surface Builder Common,0,,WHEN a client is pointed to the Beta environment,,,,Home Feed,S497381,Manual,Greg Caron,5/17/22 17:30
C28580045,Surface published changes in production,,Greg Caron,5/23/22 12:15,,THEN the published Contentful configuration is reflected in the app,,,GIVEN that a Contentful configuration had been published to production,2 - Medium Priority,DISCO-423,Home Surface/Surface Builder Common,0,,WHEN the microapp is pointed to the production environment,,,,Home Feed,S497381,Manual,Greg Caron,5/23/22 13:20
C28560505,Surface Name in Contentful,,Greg Caron,5/17/22 17:31,,"THEN that name appears in the Contentful editor to easily identify the surface
AND the name does not affect the client in any way",,,GIVEN a home surface in the Contentful editor,2 - Medium Priority,"DISCO-285, DISCO-321",Home Surface/Surface Builder Common,0,,WHEN a name has been added to a Surface,,,,Home Feed,S497381,Manual,Greg Caron,5/17/22 17:33
C27194967,Surface Loading error handling,,Greg Caron,4/13/22 18:11,,"THEN I should use a predefined surface stored in the client
AND I should log an error to Firebase",,,GIVEN an attempt to load the home surface,2 - Medium Priority,"DISCO-284, DISCO-321",Home Surface/Surface Builder Common,0,,WHEN the request fails or responds with an error,,,,Home Feed,S497381,Manual,Greg Caron,5/17/22 17:40
C27199205,Headline Stack,,Greg Caron,4/14/22 16:40,,"THEN the items associated with that slug should be seen rendered in the headline stack style
AND the headline stack should follow the rules associated with the content module (ex. Hide spots, Limit)",,,"GIVEN that a headline stack module has been added to a section
AND a list has been added with the corresponding slug
AND the headline stack style has been set for that section",2 - Medium Priority,"DISCO-287, DISC0-325",Home Surface/Surface Builder Common,0,,WHEN the home surface is viewed,,,,Home Feed,S497381,Manual,Greg Caron,5/17/22 17:42
C28504538,AdModule config,,Greg Caron,5/11/22 16:30,,"THEN the Ad Module will be returned to the client in the expected place
Note: this can be verified in the API response if Ads are not configured/supported",,,GIVEN that an Ad Module is added to the Home Surface in Contentful,2 - Medium Priority,"DISCO-241, DISCO-324",Home Surface/Surface Builder Common,0,,"WHEN the Ad  Module(s) are rearranged on the Surface
AND the Home Surface is loaded on the client",,,,Home Feed,S497381,Manual,Greg Caron,3/16/23 18:06
