ID,Title,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C32110532,Opening an article by tapping on the headline of a featured item showing a video,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/trio (6),0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached as the featured item When the user taps within the bounding box of the article (excluding the video area)
THEN the article webview should be opened.""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110533,Accepting Only Videos and Articles as Content Options,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/trio (6),0,,"""GIVEN the module is configured to display content
AND there are various content options available, including articles, videos, and tap stories
THEN only videos and articles should be selectable as content options
AND tapping on a cell should not unexpectedly launch a tap story""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110534,Section title,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110535,Displaying Timestamps,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN there is content with timestamps flag on
THEN the timestamps should be visible""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110536,Configurable Field for Timestamp to Author Transition on Articles,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN there is an article with a timestamp flag on
WHEN 24 hours pass since the article was published
THEN the content should transition to display the author name instead of the timestamp""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110537,Timestamps Always Displayed for Video Content,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN there is video content with timestamps flag on
THEN the timestamps should always be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110538,Displaying Only Timestamp when Timestamp is Disabled,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN there is content with timestamps flag off
THEN only the timestamp should be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110539,Accept Featured Article,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN the module is configured to display Featured article
THEN the featured article should have a larger visual treatment""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110540,Supporting a Minimum of 7 Content Pieces,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN there are at least 7 articles available for display
THEN the module should display exactly 7 content pieces
AND the module should not break if there are exactly 7 articles
AND the module should not break if there are more than 7 articles""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110541,Displaying First Video in the Article as the Featured Item,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN there is an article with embedded videos
AND the featured flag is set to true for the article
AND the autoplay flag is set to true for the article
THEN the first embedded video in the article should be displayed as the featured item""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110542,Opening an article by tapping within the bounding box,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN the user is on the news tab
WHEN the user taps within the bounding box of an article (e.g., the thumbnail, the headline, the timestamp area)
THEN the article webview should be opened""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110543,Opening a video by tapping on a video thumbnail attached to an article,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached
WHEN the user taps on the video thumbnail
THEN the video player should be launched""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110544,Opening an article by tapping on the headline of a featured item showing a video,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached as the featured item When the user taps within the bounding box of the article (excluding the video area)
THEN the article webview should be opened.""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110545,Accepting Only Videos and Articles as Content Options,,Marco Osuna,11/16/23 14:27,,,,,,2 - Medium Priority,,News Surface/quartet (8),0,,"""GIVEN the module is configured to display content
AND there are various content options available, including articles, videos, and tap stories
THEN only videos and articles should be selectable as content options
AND tapping on a cell should not unexpectedly launch a tap story""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:27
C32110546,Section title,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110547,Displaying Timestamps,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN there is content with timestamps flag on
THEN the timestamps should be visible""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110548,Configurable Field for Timestamp to Author Transition on Articles,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN there is an article with a timestamp flag on
WHEN 24 hours pass since the article was published
THEN the content should transition to display the author name instead of the timestamp""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110549,Timestamps Always Displayed for Video Content,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN there is video content with timestamps flag on
THEN the timestamps should always be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110550,Displaying Only Timestamp when Timestamp is Disabled,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN there is content with timestamps flag off
THEN only the timestamp should be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110551,Opening an article by tapping within the bounding box,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN the user is on the news tab
WHEN the user taps within the bounding box of an article (e.g., the thumbnail, the headline, the timestamp area)
THEN the article webview should be opened""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110552,Opening a video by tapping on a video thumbnail attached to an article,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached
WHEN the user taps on the video thumbnail
THEN the video player should be launched""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110553,Opening an article by tapping on the headline of a featured item showing a video,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached as the featured item When the user taps within the bounding box of the article (excluding the video area)
THEN the article webview should be opened.""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110554,Accepting Only Videos and Articles as Content Options,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,"""GIVEN the module is configured to display content
AND there are various content options available, including articles, videos, and tap stories
THEN only videos and articles should be selectable as content options
AND tapping on a cell should not unexpectedly launch a tap story""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C34081537,Less than 4 articles,,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,,News Surface/secondary large,0,,,,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:53
C34081536,At least 4 articles or videos are in the selection list,,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,MLBAPP-1222,News Surface/secondary large,0,,"GIVEN that at least 4 articles or videos are in the selection list
AND the secondary.large module is configured in Contentful
THEN add the articles or videos that are in the list in sequential order one after the other until sorting through the entire list",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:53
C32110555,Section title,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110556,Displaying Timestamps,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN there is content with timestamps flag on
THEN the timestamps should be visible""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110557,Configurable Field for Timestamp to Author Transition on Articles,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN there is an article with a timestamp flag on
WHEN 24 hours pass since the article was published
THEN the content should transition to display the author name instead of the timestamp""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110558,Timestamps Always Displayed for Video Content,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN there is video content with timestamps flag on
THEN the timestamps should always be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110559,Displaying Only Timestamp when Timestamp is Disabled,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN there is content with timestamps flag off
THEN only the timestamp should be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110560,Opening an article by tapping within the bounding box,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN the user is on the news tab
WHEN the user taps within the bounding box of an article (e.g., the thumbnail, the headline, the timestamp area)
THEN the article webview should be opened""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110561,Opening a video by tapping on a video thumbnail attached to an article,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached
WHEN the user taps on the video thumbnail
THEN the video player should be launched""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110562,Opening an article by tapping on the headline of a featured item showing a video,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached as the featured item When the user taps within the bounding box of the article (excluding the video area)
THEN the article webview should be opened.""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110563,Accepting Only Videos and Articles as Content Options,,Marco Osuna,11/16/23 14:28,,,,,,2 - Medium Priority,,News Surface/secondary pair,0,,"""GIVEN the module is configured to display content
AND there are various content options available, including articles, videos, and tap stories
THEN only videos and articles should be selectable as content options
AND tapping on a cell should not unexpectedly launch a tap story""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:28
C32110564,Section title,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110565,Displaying Timestamps,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN there is content with timestamps flag on
THEN the timestamps should be visible""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110566,Configurable Field for Timestamp to Author Transition on Articles,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN there is an article with a timestamp flag on
WHEN 24 hours pass since the article was published
THEN the content should transition to display the author name instead of the timestamp""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110567,Timestamps Always Displayed for Video Content,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN there is video content with timestamps flag on
THEN the timestamps should always be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110568,Displaying Only Timestamp when Timestamp is Disabled,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN there is content with timestamps flag off
THEN only the timestamp should be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110569,Opening an article by tapping within the bounding box,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN the user is on the news tab
WHEN the user taps within the bounding box of an article (e.g., the thumbnail, the headline, the timestamp area)
THEN the article webview should be opened""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110570,Opening a video by tapping on a video thumbnail attached to an article,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached
WHEN the user taps on the video thumbnail
THEN the video player should be launched""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110571,Opening an article by tapping on the headline of a featured item showing a video,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached as the featured item When the user taps within the bounding box of the article (excluding the video area)
THEN the article webview should be opened.""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110572,Accepting Only Videos and Articles as Content Options,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/secondary quartet,0,,"""GIVEN the module is configured to display content
AND there are various content options available, including articles, videos, and tap stories
THEN only videos and articles should be selectable as content options
AND tapping on a cell should not unexpectedly launch a tap story""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110573,Section title,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110574,Displaying Timestamps,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN there is content with timestamps flag on
THEN the timestamps should be visible""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110575,Configurable Field for Timestamp to Author Transition on Articles,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN there is an article with a timestamp flag on
WHEN 24 hours pass since the article was published
THEN the content should transition to display the author name instead of the timestamp""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110576,Timestamps Always Displayed for Video Content,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN there is video content with timestamps flag on
THEN the timestamps should always be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110577,Displaying Only Timestamp when Timestamp is Disabled,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN there is content with timestamps flag off
THEN only the timestamp should be visible
AND the timestamps should not transition to display author names when 24 hours pass since publish""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110578,Opening an article by tapping within the bounding box,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN the user is on the news tab
WHEN the user taps within the bounding box of an article (e.g., the thumbnail, the headline, the timestamp area)
THEN the article webview should be opened""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110579,Opening a video by tapping on a video thumbnail attached to an article,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached
WHEN the user taps on the video thumbnail
THEN the video player should be launched""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110580,Opening an article by tapping on the headline of a featured item showing a video,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN the user is on the news tab
AND there is an article with a video attached as the featured item When the user taps within the bounding box of the article (excluding the video area)
THEN the article webview should be opened.""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110581,Accepting Only Videos and Articles as Content Options,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/carousel large,0,,"""GIVEN the module is configured to display content
AND there are various content options available, including articles, videos, and tap stories
THEN only videos and articles should be selectable as content options
AND tapping on a cell should not unexpectedly launch a tap story""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110582,Section title,,Marco Osuna,11/16/23 14:29,,,,,,2 - Medium Priority,,News Surface/stories stack,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:29
C32110583,Opening Tap Story by tapping on tile,,Marco Osuna,11/16/23 14:29,,THEN the tap story should open,,,,2 - Medium Priority,,News Surface/stories stack,0,,WHEN the user taps on the tap story tile,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:43
C32110584,Accepting Only tap stories as Content Options,,Marco Osuna,11/16/23 14:29,,"THEN only tap stories should be selectable as content options
AND tapping on a cell should not unexpectedly launch a video or article",,,GIVEN the module is configured to display content,2 - Medium Priority,,News Surface/stories stack,0,,"WHEN there are various content options available, including articles, videos, and tap stories",,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:52
C32110585,Displaying Stories in a Stack Format,,Marco Osuna,11/16/23 14:29,,THEN all the stories in the stack should be legible without scrolling,,,GIVEN there are between 6 and 12 stories available for display,2 - Medium Priority,,News Surface/stories stack,0,,WHEN a user views the stack format in the module,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:55
C32110586,Section title,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/stories carousel,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110587,Opening Tap Story by Tapping on Tile,,Marco Osuna,11/16/23 14:30,,THEN the tap story should be opened,,,,2 - Medium Priority,,News Surface/stories carousel,0,,WHEN the user taps on the tap story tile,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:42
C32110588,Accepting Only tap stories as Content Options,,Marco Osuna,11/16/23 14:30,,"THEN only tap stories should be selectable as content options
AND tapping on a cell should not unexpectedly launch a video or article",,,GIVEN the module is configured to display content,2 - Medium Priority,,News Surface/stories carousel,0,,"WHEN there are various content options available, including articles, videos, and tap stories",,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:52
C32110589,Scroll Behavior,,Marco Osuna,11/16/23 14:30,,"THEN tap stories should scroll smoothly
AND on iOS they should snap into place",,,,2 - Medium Priority,,News Surface/stories carousel,0,,WHEN the user is scrolling through content,,,,News Feed,S647397,Manual,Greg Caron,4/3/25 12:03
C32110590,Section title,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/stories duo,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110591,Opening Tap Story by Tapping on Tile,,Marco Osuna,11/16/23 14:30,,THEN the tap story should be opened,,,,2 - Medium Priority,,News Surface/stories duo,0,,WHEN the user taps on the tap story tile,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:43
C32110592,Accepting Exactly 2 Stories,,Marco Osuna,11/16/23 14:30,,THEN both stories should be displayed,,,,2 - Medium Priority,,News Surface/stories duo,0,,WHEN the business adds exactly 2 stories,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:56
C32110593,Limiting the Number of Stories in the Module,,Marco Osuna,11/16/23 14:30,,THEN the module should not break if more or fewer stories are attempted to be added,,,,2 - Medium Priority,,News Surface/stories duo,0,,WHEN business do not enter exactly 2  stories,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:50
C32110594,Accepting Only tap stories as Content Options,,Marco Osuna,11/16/23 14:30,,"THEN only tap stories should be selectable as content options
AND tapping on a cell should not unexpectedly launch a video or article",,,GIVEN the module is configured to display content,2 - Medium Priority,,News Surface/stories duo,0,,"WHEN there are various content options available, including articles, videos, and tap stories",,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:54
C32110595,Section title,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/stories trio,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110596,Opening Tap Story by Tapping on Tile,,Marco Osuna,11/16/23 14:30,,THEN the tap story should be opened,,,,2 - Medium Priority,,News Surface/stories trio,0,,WHEN the user taps on the tap story tile,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:44
C32110597,Accepting Exactly 3 Stories,,Marco Osuna,11/16/23 14:30,,THEN the 3 stories should be displayed,,,,2 - Medium Priority,,News Surface/stories trio,0,,WHEN the business adds exactly 3 stories,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:57
C32110598,Limiting the Number of Stories in the Module,,Marco Osuna,11/16/23 14:30,,THEN the module should not break if more or fewer stories are attempted to be added,,,,2 - Medium Priority,,News Surface/stories trio,0,,WHEN the business does not enter exactly 3 stories,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 18:00
C32110599,Accepting Only tap stories as Content Options,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/stories trio,0,,"""GIVEN the module is configured to display content
AND there are various content options available, including articles, videos, and tap stories
THEN only tap stories should be selectable as content options
AND tapping on a cell should not unexpectedly launch a video or article""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110600,Section title,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/stories single,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110601,Opening Tap Story by Tapping on Tile,,Marco Osuna,11/16/23 14:30,,THEN the tap story should be opened,,,,2 - Medium Priority,,News Surface/stories single,0,,WHEN the user taps on the tap story tile,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:49
C32110602,Accepting Exactly 1 Story,,Marco Osuna,11/16/23 14:30,,THEN the story should be displayed,,,,2 - Medium Priority,,News Surface/stories single,0,,WHEN the business adds exactly 1 story,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:58
C32110603,Limiting the Number of Stories in the Module,,Marco Osuna,11/16/23 14:30,,THEN the module should not break if more or fewer stories are attempted to be added,,,,2 - Medium Priority,,News Surface/stories single,0,,WHEN the business does not enter exactly 1 story,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 17:59
C32110604,Accepting Only VSM as Content Options,,Marco Osuna,11/16/23 14:30,,"THEN only VSM content should display as content options
AND tapping on a cell should not unexpectedly launch a video or article",,,GIVEN the module is configured to display content,2 - Medium Priority,,News Surface/stories single,0,,"WHEN there are various content options available, including articles, videos, and VSM tap stories",,,,News Feed,S647397,Manual,Greg Caron,4/3/25 11:30
C32110605,Section title,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/headline stack,0,,"""GIVEN the module is configured with a section title field
WHEN the business updates the title in the configured section
THEN the updated title should be displayed in the module
AND the update should not require a release""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110606,Opening Article by Tapping on row,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/headline stack,0,,"""GIVEN the user taps on the row
THEN the article should be opened""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110607,Accepting Exactly 6-12 Story,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/headline stack,0,,"""GIVEN that business adds exactly 6-12 articles
THEN the articles should be displayed""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110608,Limiting the Number of Stories in the Module,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/headline stack,0,,"""GIVEN business do not enter exactly 6-12 articles
THEN the module should not break if more or fewer articles are attempted to be added""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110609,See all expand,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/headline stack,0,,"""GIVEN the user is on the headline stack module
AND has more than 6 articles
THEN only a subset of articles should be displayed
WHEN the user taps the """"See All"""" button in the articles module
THEN the articles list should be expanded to display all available articles""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C32110610,See all collapse,,Marco Osuna,11/16/23 14:30,,,,,,2 - Medium Priority,,News Surface/headline stack,0,,"""GIVEN the user has expanded the articles list
WHEN the user taps the """"See All"""" button again
THEN the articles list should be collapsed, showing only a subset of articles""",,,,News Feed,S647397,Manual,Marco Osuna,11/16/23 14:30
C33770328,Bilingual - Topic Collection Screen,,Greg Caron,7/23/24 12:23,,THEN they will see a new language preference option where they toggle between both English and Spanish,,,GIVEN a user is on the News tab,2 - Medium Priority,"MLBAPP-2175, MLBAPP-1369",News Surface/Bilingual Support,0,,WHEN they navigate to the topics selection page (gear icon),,,,News Feed,S647397,Manual,Greg Caron,7/23/24 12:23
C33770329,Bilingual - Language Switch Behavior,,Greg Caron,7/23/24 12:23,,THEN the News tab will load the respective EN or ES version of the Contentful data model that powers the News tab (the pills could be different between both languages - this is not a direct translation of what?s on the screen),,,GIVEN a user has changed their language choice within the Topic Collection menu,2 - Medium Priority,"MLBAPP-2175, MLBAPP-1369",News Surface/Bilingual Support,0,,WHEN they tap ?Continue to News Feed?,,,,News Feed,S647397,Manual,Greg Caron,7/23/24 12:23
C33770330,Bilingual -  Persisting Pill Preferences Between Languages,,Greg Caron,7/23/24 12:23,,"THEN both screens will reflect their preferred topics selections
AND the topic selections will persist for both languages until the app is restarted, after which only the selections for the currently selected language will persist",,,"GIVEN a user has changed their language choice within the Topic Collection menu
AND topic preferences are selected for both languages",2 - Medium Priority,"MLBAPP-2175, MLBAPP-1369",News Surface/Bilingual Support,0,,WHEN they load the topic collection page or the News feed,,,,News Feed,S647397,Manual,Greg Caron,8/27/24 11:12
C33770331,Bilingual - Persisting Pill Preferences Between Cycles,,Greg Caron,7/23/24 12:23,,THEN their last language selection will be persisted and restored when they go back to the News tab,,,GIVEN a user has changed their language choice within the Topic Collection menu,2 - Medium Priority,"MLBAPP-2175, MLBAPP-1369",News Surface/Bilingual Support,0,,"WHEN they jump between tabs, soft close the app (background it) or hard close the app",,,,News Feed,S647397,Manual,Greg Caron,7/23/24 12:23
